Address A,Port A,Address B,Port B,Packets,Bytes,Stream ID,Total Packets,Percent Filtered,Packets A → B,Bytes A → B,Packets B → A,Bytes B → A,Rel Start,Duration,Bits/s A → B,Bits/s B → A
"192.168.1.177",57349,"91.195.247.11",443,19,5535,827,0,0,9,1322,10,4213,5094.78818,6.632109000000128,1594,5081
"192.168.1.177",57351,"91.195.246.80",443,48,9171,828,0,0,23,3390,25,5781,5095.466879,116.46801400000004,232,397
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57352,"2a00:1450:4026:802::2003",443,1,86,829,0,0,1,86,0,0,5098.361134,0,"",""
"192.168.1.177",57353,"216.58.210.174",443,22,3627,830,0,0,11,2160,11,1467,5105.154015,0.23342200000024604,74029,50278
"192.168.1.177",57355,"216.58.210.129",443,20,3531,831,0,0,11,2172,9,1359,5110.105952,0.017835000000559376,974264,609587
"192.168.1.177",57356,"216.58.211.225",443,21,3585,832,0,0,11,2172,10,1413,5110.107114,0.020192999999380845,860496,559797
"192.168.1.177",57357,"216.58.211.225",443,22,3639,833,0,0,11,2172,11,1467,5110.122046,0.22390599999926053,77603,52414
"192.168.1.177",57358,"216.58.211.234",443,22,3643,834,0,0,11,2176,11,1467,5111.245157,0.22639799999979004,76891,51837
"192.168.1.177",57359,"216.58.211.234",443,21,3580,835,0,0,11,2167,10,1413,5112.586863,0.025165999999444466,688865,449177
"192.168.1.177",57360,"104.18.14.101",80,7,402,836,0,0,4,228,3,174,5114.908219,5.033973999999944,362,276
"192.168.1.177",57363,"149.154.167.99",443,39,10160,837,0,0,20,2463,19,7697,5135.962744,170.766482,115,360
"192.168.1.177",57366,"91.195.247.11",443,82,142878,838,0,0,28,3313,54,139565,5152.949483,21.56296199999997,1229,51779
"192.168.1.177",57369,"130.233.229.20",443,77,289142,839,0,0,26,6418,51,282724,5179.441924,6.216873000000305,8258,363815
"192.168.1.177",57375,"130.233.231.219",443,21,9505,840,0,0,10,1108,11,8397,5199.394844,0.15415399999983492,57500,435772
"192.168.1.177",57379,"149.154.167.99",443,49,71255,841,0,0,24,3895,25,67360,5204.669588,30.448436000000584,1023,17698
"192.168.1.177",57382,"91.195.247.11",443,31,9123,842,0,0,14,3462,17,5661,5215.037325,24.562439999999697,1127,1843
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57387,"2a00:1450:4026:803::2003",443,1,86,843,0,0,1,86,0,0,5232.293528,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57388,"2a00:1450:4026:803::2003",443,1,86,844,0,0,1,86,0,0,5232.323511,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57389,"2a00:1450:4026:808::200e",443,1,86,845,0,0,1,86,0,0,5232.580565,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57390,"2a00:1450:4026:805::200e",443,5,430,846,0,0,5,430,0,0,5232.651302,15.02027199999975,229,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57391,"2a00:1450:4026:803::2003",443,1,86,847,0,0,1,86,0,0,5232.80385,0,"",""
"192.168.1.177",57392,"216.58.211.238",443,61,14405,848,0,0,29,4241,32,10164,5232.83732,161.03870200000074,210,504
"192.168.1.177",57393,"216.58.210.174",443,17,9300,849,0,0,9,1437,8,7863,5232.915304,0.024217000000135158,474707,2597514
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57394,"2a00:1450:4026:808::200e",443,5,430,850,0,0,5,430,0,0,5232.986069,15.029820000000655,228,0
"192.168.1.177",57395,"216.58.211.238",443,19,9411,851,0,0,9,1440,10,7971,5233.243964,0.030077999999775784,383004,2120087
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57396,"2a00:1450:4026:808::200a",443,5,430,852,0,0,5,430,0,0,5233.367919,15.02134500000011,229,0
"192.168.1.177",57397,"216.58.209.202",443,19,7319,853,0,0,11,1551,8,5768,5233.629612,0.02734099999997852,453823,1687721
"192.168.1.177",57398,"34.149.100.209",443,41,4657,854,0,0,23,2699,18,1958,5237.556115,156.62362799999937,137,100
"192.168.1.177",57399,"18.165.122.26",443,54,19977,855,0,0,29,3080,25,16897,5237.557779,170.81396700000005,144,791
"192.168.1.177",57400,"34.160.90.233",443,66,15011,856,0,0,31,4187,35,10824,5237.818642,156.0573800000002,214,554
"192.168.1.177",57401,"34.160.90.233",443,21,5690,857,0,0,10,1085,11,4605,5237.818803,0.0443409999998039,195755,830833
"192.168.1.177",57402,"34.160.90.233",443,21,5690,858,0,0,10,1085,11,4605,5237.81897,0.0441739999996571,196495,833974
"192.168.1.177",57403,"34.160.90.233",443,21,5690,859,0,0,10,1085,11,4605,5237.819133,0.04401099999995495,197223,837063
"192.168.1.177",57404,"34.160.90.233",443,20,5636,860,0,0,10,1085,10,4551,5237.819278,0.04386599999997998,197875,829982
"192.168.1.177",57405,"35.244.181.201",443,47,8196,861,0,0,24,2487,23,5709,5238.070421,155.80560100000002,127,293
"192.168.1.177",57408,"216.58.210.174",443,20,3522,862,0,0,11,2163,9,1359,5253.680154,0.01837599999998929,941663,591641
"192.168.1.177",57409,"216.58.211.238",443,21,3579,863,0,0,11,2166,10,1413,5254.020042,0.0152379999999539,1137157,741829
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57410,"2a00:1450:4026:802::200a",443,5,430,864,0,0,5,430,0,0,5254.394993,15.017861999999695,229,0
"192.168.1.177",57412,"34.160.178.214",443,35,10003,865,0,0,16,2631,19,7372,5266.99952,0.21002899999984947,100214,280799
"192.168.1.177",57413,"216.58.210.163",80,32,3061,866,0,0,17,1393,15,1668,5267.024394,115.16320199999973,96,115
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57414,"2600:9000:25f7:3800:18:4845:acc0:93a1",443,1,86,867,0,0,1,86,0,0,5267.46255,0,"",""
"192.168.1.177",57415,"18.165.140.127",443,374,541530,868,0,0,160,17348,214,524182,5267.714233,171.55009100000007,808,24444
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57416,"2606:4700:4400::6812:205a",443,1,86,869,0,0,1,86,0,0,5268.266945,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57417,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,870,0,0,1,86,0,0,5268.268067,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57418,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,871,0,0,1,86,0,0,5268.269189,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57419,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,872,0,0,1,86,0,0,5268.271742,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57420,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,873,0,0,1,86,0,0,5268.273808,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57421,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,874,0,0,1,86,0,0,5268.519728,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57422,"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,1,86,875,0,0,1,86,0,0,5268.521363,0,"",""
"192.168.1.177",57423,"104.18.32.90",443,67,28051,876,0,0,40,3946,27,24105,5268.525456,170.74188499999946,184,1129
"192.168.1.177",57424,"18.165.140.68",443,20,8272,877,0,0,10,1496,10,6776,5268.525763,0.05015000000003056,238644,1080917
"192.168.1.177",57425,"18.165.140.68",443,19,8218,878,0,0,10,1496,9,6722,5268.525987,0.050376000000142085,237573,1067492
"192.168.1.177",57426,"18.165.140.68",443,20,8272,879,0,0,10,1496,10,6776,5268.526239,0.05199799999991228,230162,1042501
"192.168.1.177",57427,"18.165.140.68",443,89,222407,880,0,0,52,5222,37,217185,5268.526421,170.73794400000043,244,10176
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57428,"2a02:26f0:e2::6854:98e9",443,1,86,881,0,0,1,86,0,0,5268.706168,0,"",""
"192.168.1.177",57429,"2.21.240.165",443,83,104450,882,0,0,38,3614,45,100836,5268.97788,120.79789600000004,239,6677
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57430,"2a02:26f0:1200:2b4::f09",443,1,86,883,0,0,1,86,0,0,5269.090867,0,"",""
"192.168.1.177",57431,"23.61.233.27",443,44,9163,884,0,0,20,2593,24,6570,5269.360129,120.41825900000003,172,436
"192.168.1.177",57433,"20.54.232.160",443,28,15566,885,0,0,15,5930,13,9636,5275.036258,93.76406399999996,505,822
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57434,"2a02:26f0:5200::b81f:fa9",443,1,86,886,0,0,1,86,0,0,5275.229971,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57436,"2a02:26f0:5200::b81f:f89",443,1,86,887,0,0,1,86,0,0,5275.372969,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57435,"2a02:26f0:5200::b81f:f89",443,1,86,888,0,0,1,86,0,0,5275.372969,0,"",""
"192.168.1.177",57437,"216.58.209.202",443,22,3636,889,0,0,11,2169,11,1467,5275.421829,0.21715099999983067,79907,54045
"192.168.1.177",57438,"2.22.31.104",443,58,56506,890,0,0,29,6140,29,50366,5275.543629,2.5989410000001953,18900,155035
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57439,"2603:1026:c11:c55::2",443,1,86,891,0,0,1,86,0,0,5275.666,0,"",""
"192.168.1.177",57440,"2.22.31.104",443,38,13011,892,0,0,18,2036,20,10975,5275.683825,2.4557429999995293,6632,35752
"192.168.1.177",57441,"2.22.31.104",443,27,8234,893,0,0,13,1161,14,7073,5275.683825,2.4558829999996306,3781,23040
"192.168.1.177",57442,"20.190.177.83",443,23,30236,894,0,0,14,8301,9,21935,5275.803943,0.3695669999997335,179691,474825
"192.168.1.177",57443,"52.98.149.162",443,25,9313,895,0,0,13,2540,12,6773,5275.979717,2.190128999999615,9277,24740
"192.168.1.177",57444,"52.168.117.168",443,29,10478,896,0,0,17,3017,12,7461,5276.240331,2.002664999999979,12051,29804
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57445,"2a02:26f0:5200::b81f:fa9",443,1,86,897,0,0,1,86,0,0,5279.481257,0,"",""
"192.168.1.177",57446,"2.22.31.104",443,114,69037,898,0,0,64,58107,50,10930,5279.786079,126.82536599999912,3665,689
"192.168.1.177",57447,"20.105.95.163",443,17,11049,899,0,0,10,2649,7,8400,5281.443226,0.2354089999998905,90022,285460
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57450,"2620:1ec:46::53",443,1,86,900,0,0,1,86,0,0,5283.534892,0,"",""
"192.168.1.177",57451,"13.107.213.53",443,31,10670,901,0,0,15,1723,16,8947,5283.850472,75.33699400000023,182,950
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57452,"2603:1063:2000::254",443,1,86,902,0,0,1,86,0,0,5284.190581,0,"",""
"192.168.1.177",57453,"52.108.8.254",443,30,10380,903,0,0,12,1894,18,8486,5284.492582,125.20353700000032,121,542
"192.168.1.177",57454,"204.79.197.254",443,30,10374,904,0,0,13,1945,17,8429,5284.684163,127.96745900000042,121,526
"192.168.1.177",57455,"204.79.197.222",443,25,10023,905,0,0,11,2319,14,7704,5284.880239,122.12458499999957,151,504
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57459,"2a00:1450:4026:808::2003",443,1,86,906,0,0,1,86,0,0,5289.160699,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57460,"2a00:1450:4026:808::2003",443,1,86,907,0,0,1,86,0,0,5289.399008,0,"",""
"192.168.1.177",57461,"216.58.211.227",443,91,75544,908,0,0,34,12558,57,62986,5289.476351,69.5294159999994,1444,7247
"192.168.1.177",57462,"216.58.211.227",443,14,3038,909,0,0,8,1314,6,1724,5289.711585,64.10101599999962,163,215
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57468,"2a00:1450:4010:c02::bc",5228,1,86,910,0,0,1,86,0,0,5301.332243,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57469,"2a00:1450:4026:805::200a",443,1,86,911,0,0,1,86,0,0,5301.335714,0,"",""
"192.168.1.177",57470,"216.58.210.142",443,16,9420,912,0,0,9,1090,7,8330,5301.336092,52.490271000000575,166,1269
"192.168.1.177",57471,"216.58.210.142",443,16,9421,913,0,0,9,1090,7,8331,5301.336406,52.4899149999992,166,1269
"192.168.1.177",57472,"216.58.210.142",443,16,9421,914,0,0,9,1090,7,8331,5301.336725,52.48952899999949,166,1269
"192.168.1.177",57473,"216.58.210.142",443,19,9584,915,0,0,9,1090,10,8494,5301.337023,52.48931900000025,166,1294
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57474,"2a00:1450:4026:803::200a",443,1,86,916,0,0,1,86,0,0,5301.364651,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57475,"2a00:1450:4026:808::200e",443,1,86,917,0,0,1,86,0,0,5301.388131,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57476,"2a00:1450:4026:808::200d",443,1,86,918,0,0,1,86,0,0,5301.388324,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57477,"2a00:1450:4026:805::200e",443,1,86,919,0,0,1,86,0,0,5301.388601,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57478,"2a00:1450:4026:808::2005",443,1,86,920,0,0,1,86,0,0,5301.391399,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57479,"2a00:1450:4026:808::2003",443,1,86,921,0,0,1,86,0,0,5301.419487,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57480,"2600:9000:25f7:3800:18:4845:acc0:93a1",443,1,86,922,0,0,1,86,0,0,5301.424915,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57481,"2a00:1450:4026:808::2005",443,1,86,923,0,0,1,86,0,0,5301.560607,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57482,"2600:9000:25f7:3800:18:4845:acc0:93a1",443,1,86,924,0,0,1,86,0,0,5301.561399,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57483,"2a00:1450:4026:805::200a",443,1,86,925,0,0,1,86,0,0,5301.592237,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57484,"2a00:1450:4026:808::2005",443,1,86,926,0,0,1,86,0,0,5301.621228,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57485,"2a00:1450:4026:803::200a",443,1,86,927,0,0,1,86,0,0,5301.621872,0,"",""
"192.168.1.177",57486,"108.177.14.188",5228,31,9943,928,0,0,14,1532,17,8411,5301.636877,229.69848300000012,53,292
"192.168.1.177",57487,"216.58.211.234",443,66,17312,929,0,0,30,4677,36,12635,5301.637706,52.18975099999989,716,1936
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57488,"2a00:1450:4026:805::200a",443,1,86,930,0,0,1,86,0,0,5301.638349,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57489,"2a00:1450:4026:805::200a",443,1,86,931,0,0,1,86,0,0,5301.638921,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57490,"2a00:1450:4026:808::200e",443,1,86,932,0,0,1,86,0,0,5301.639433,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57491,"2a00:1450:4026:808::200d",443,1,86,933,0,0,1,86,0,0,5301.639895,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57492,"2a00:1450:4026:805::200e",443,1,86,934,0,0,1,86,0,0,5301.640376,0,"",""
"192.168.1.177",57493,"216.58.210.138",443,77,17242,935,0,0,34,4999,43,12243,5301.665117,52.162272000000485,766,1877
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57494,"2a00:1450:4026:803::200a",443,1,86,936,0,0,1,86,0,0,5301.66581,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57495,"2a00:1450:4026:808::2003",443,1,86,937,0,0,1,86,0,0,5301.67639,0,"",""
"192.168.1.177",57496,"216.58.211.238",443,34,14404,938,0,0,16,2965,18,11439,5301.688657,52.13857900000039,454,1755
"192.168.1.177",57497,"216.58.211.237",443,35,12922,939,0,0,17,4130,18,8792,5301.689109,52.13823700000012,633,1349
"192.168.1.177",57498,"216.58.210.174",443,23,8455,940,0,0,13,1892,10,6563,5301.689547,52.13797900000009,290,1007
"192.168.1.177",57499,"216.58.211.229",443,70,95098,941,0,0,29,5134,41,89964,5301.692946,52.134651000000304,787,13804
"192.168.1.177",57500,"216.58.209.163",443,66,21570,942,0,0,33,9931,33,11639,5301.719796,52.10768399999961,1524,1786
"192.168.1.177",57501,"18.165.140.127",443,347,575651,943,0,0,126,14379,221,561272,5301.728227,52.09905400000025,2207,86185
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57502,"2a00:1450:4026:808::200a",443,1,86,944,0,0,1,86,0,0,5301.745423,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57503,"2a00:1450:4010:c08::66",443,1,86,945,0,0,1,86,0,0,5301.787722,0,"",""
"192.168.1.177",57504,"18.165.140.127",443,16,1924,946,0,0,8,1026,8,898,5301.861809,51.96530799999982,157,138
"192.168.1.177",57505,"216.58.211.229",443,14,2968,947,0,0,8,1286,6,1682,5301.925426,51.9011500000006,198,259
"192.168.1.177",57506,"216.58.211.234",443,14,2983,948,0,0,8,1292,6,1691,5301.944175,51.88261600000078,199,260
"192.168.1.177",57507,"216.58.211.238",443,14,2988,949,0,0,8,1294,6,1694,5301.944354,51.882087999999385,199,261
"192.168.1.177",57508,"216.58.211.237",443,14,2988,950,0,0,8,1294,6,1694,5301.94449,51.881726999999955,199,261
"192.168.1.177",57509,"216.58.210.174",443,14,3013,951,0,0,8,1304,6,1709,5301.944612,51.882548999999926,201,263
"192.168.1.177",57510,"216.58.210.138",443,14,3068,952,0,0,8,1326,6,1742,5301.976149,51.85047200000008,204,268
"192.168.1.177",57511,"216.58.209.163",443,14,2998,953,0,0,8,1298,6,1700,5301.979213,51.847547000000304,200,262
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57512,"2a00:1450:4026:808::200a",443,1,86,954,0,0,1,86,0,0,5302.004278,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57513,"2a00:1450:4026:808::2001",443,1,86,955,0,0,1,86,0,0,5302.022292,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57514,"2a00:1450:4010:c08::66",443,1,86,956,0,0,1,86,0,0,5302.052211,0,"",""
"192.168.1.177",57515,"216.58.211.234",443,31,10213,957,0,0,15,2619,16,7594,5302.052518,51.774985000000015,404,1173
"192.168.1.177",57516,"64.233.165.101",443,29,11791,958,0,0,14,2127,15,9664,5302.099001,51.72888899999998,328,1494
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57517,"2a00:1450:4026:808::2001",443,1,86,959,0,0,1,86,0,0,5302.283862,0,"",""
"192.168.1.177",57518,"216.58.211.234",443,14,3078,960,0,0,8,1330,6,1748,5302.307511,51.518786999999975,206,271
"192.168.1.177",57520,"216.58.210.129",443,1907,7278505,961,0,0,912,72231,995,7206274,5302.32877,51.49864199999956,11220,1119450
"192.168.1.177",57522,"64.233.165.101",443,14,2983,962,0,0,8,1292,6,1691,5302.353852,51.47324000000026,200,262
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57523,"2a00:1450:4026:808::200e",443,1,86,963,0,0,1,86,0,0,5302.467171,0,"",""
"192.168.1.177",57524,"216.58.210.129",443,14,3043,964,0,0,8,1316,6,1727,5302.592762,51.23372500000005,205,269
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57525,"2a00:1450:4026:808::200e",443,1,86,965,0,0,1,86,0,0,5302.733718,0,"",""
"192.168.1.177",57526,"216.58.211.238",443,152,52193,966,0,0,61,21924,91,30269,5302.781107,51.046033000000534,3435,4743
"192.168.1.177",57527,"216.58.211.238",443,14,2988,967,0,0,8,1294,6,1694,5303.046154,50.78031100000044,203,266
"192.168.1.177",57529,"108.156.22.66",443,43,48003,968,0,0,19,2510,24,45493,5305.096063,48.73180599999978,412,7468
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57530,"2606:4700:4400::6812:205a",443,1,86,969,0,0,1,86,0,0,5305.118833,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57531,"2606:4700:4400::6812:205a",443,1,86,970,0,0,1,86,0,0,5305.335336,0,"",""
"192.168.1.177",57532,"104.18.32.90",443,33,23018,971,0,0,14,1952,19,21066,5305.426383,48.40166800000043,322,3481
"192.168.1.177",57533,"104.18.32.90",443,14,2139,972,0,0,8,1067,6,1072,5305.642593,48.18477500000063,177,177
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57534,"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,1,86,973,0,0,1,86,0,0,5307.792753,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57535,"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,1,86,974,0,0,1,86,0,0,5307.793122,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57536,"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,1,86,975,0,0,1,86,0,0,5307.793417,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57537,"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,1,86,976,0,0,1,86,0,0,5307.937652,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57538,"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,1,86,977,0,0,1,86,0,0,5308.02265,0,"",""
"192.168.1.177",57539,"18.165.140.68",443,67,219789,978,0,0,29,3222,38,216567,5308.102238,45.72506399999929,563,37890
"192.168.1.177",57540,"18.165.140.68",443,18,7708,979,0,0,8,1025,10,6683,5308.103316,0.01614900000004127,507771,3310669
"192.168.1.177",57541,"18.165.140.68",443,19,7824,980,0,0,8,1025,11,6799,5308.103595,0.015810000000783475,518659,3440354
"192.168.1.177",57542,"18.165.140.68",443,16,1924,981,0,0,8,1026,8,898,5308.334794,45.49190300000009,180,157
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57543,"2a00:1450:4026:805::200a",443,1,86,982,0,0,1,86,0,0,5308.661821,0,"",""
"192.168.1.177",57544,"108.156.22.13",443,29,16150,983,0,0,14,1909,15,14241,5308.679885,45.147549000000254,338,2523
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57545,"2a00:1450:4026:805::200a",443,1,86,984,0,0,1,86,0,0,5308.914425,0,"",""
"192.168.1.177",57546,"216.58.210.170",443,61,12512,985,0,0,26,3485,35,9027,5308.967773,44.860045999999784,621,1609
"192.168.1.177",57547,"216.58.210.170",443,12,2927,986,0,0,7,1263,5,1664,5309.228302,44.598205999999664,226,298
"192.168.1.177",57550,"108.156.22.39",443,39,48697,987,0,0,18,2736,21,45961,5310.152073,43.67583899999954,501,8418
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57551,"2a02:26f0:e2::6854:98e9",443,1,86,988,0,0,1,86,0,0,5310.613053,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57552,"2a02:26f0:e2::6854:98e9",443,1,86,989,0,0,1,86,0,0,5310.855346,0,"",""
"192.168.1.177",57553,"2.21.240.165",443,69,104426,990,0,0,28,3088,41,101338,5310.918207,43.10145100000045,573,18809
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57554,"2a02:26f0:1200:287::f09",443,1,86,991,0,0,1,86,0,0,5311.153899,0,"",""
"192.168.1.177",57555,"2.21.240.165",443,16,2204,992,0,0,7,1092,9,1112,5311.171197,10.799780000000283,808,823
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57556,"2a02:26f0:1200:287::f09",443,1,86,993,0,0,1,86,0,0,5311.390887,0,"",""
"192.168.1.177",57557,"23.61.233.27",443,28,7947,994,0,0,13,1979,15,5968,5311.468064,42.36001100000067,373,1127
"192.168.1.177",57558,"23.61.233.27",443,16,2207,995,0,0,7,1095,9,1112,5311.704229,10.266748000000007,853,866
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57561,"2606:50c0:8001::153",443,1,86,996,0,0,1,86,0,0,5312.93058,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57562,"2606:50c0:8001::153",443,1,86,997,0,0,1,86,0,0,5313.164185,0,"",""
"192.168.1.177",57563,"185.199.111.153",443,54,65503,998,0,0,22,2588,32,62915,5313.24269,40.592437000000245,510,12399
"192.168.1.177",57564,"185.199.111.153",443,13,1810,999,0,0,6,943,7,867,5313.476062,40.35060599999997,186,171
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57565,"2a01:4f8:1c1e:85b6::1",443,1,86,1000,0,0,1,86,0,0,5314.960626,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57566,"2606:4700:4400::ac40:97c7",443,1,86,1001,0,0,1,86,0,0,5314.991038,0,"",""
"192.168.1.177",57567,"40.114.178.124",443,407,2837902,1002,0,0,139,9604,268,2828298,5315.007212,20.61410899999919,3727,1097616
"192.168.1.177",57568,"142.132.209.32",443,28,8308,1003,0,0,13,1952,15,6356,5315.028571,38.81688899999972,402,1309
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57569,"2a01:4f8:1c1e:85b6::1",443,1,86,1004,0,0,1,86,0,0,5315.069453,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57570,"2a01:4f8:1c1e:85b6::1",443,1,86,1005,0,0,1,86,0,0,5315.208359,0,"",""
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57571,"2606:4700:4400::ac40:97c7",443,1,86,1006,0,0,1,86,0,0,5315.213801,0,"",""
"192.168.1.177",57572,"5.75.231.96",443,28,8418,1007,0,0,14,2030,14,6388,5315.269356,38.57989600000019,420,1324
"192.168.1.177",57573,"172.64.151.199",443,34,10568,1008,0,0,17,2536,17,8032,5315.298054,38.52915899999971,526,1667
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57574,"2a01:4f8:1c1e:85b6::1",443,1,86,1009,0,0,1,86,0,0,5315.321568,0,"",""
"192.168.1.177",57575,"5.75.231.96",443,23,7357,1010,0,0,13,1817,10,5540,5315.377503,38.471394000000146,377,1152
"192.168.1.177",57577,"5.75.231.96",443,12,1594,1011,0,0,7,971,5,623,5315.518415,38.32382400000006,202,130
"192.168.1.177",57578,"172.64.151.199",443,12,2029,1012,0,0,7,1007,5,1022,5315.518621,38.30809799999952,210,213
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57579,"2606:4700:3034::ac43:bf1c",443,1,86,1013,0,0,1,86,0,0,5315.564489,0,"",""
"192.168.1.177",57580,"5.75.231.96",443,12,1594,1014,0,0,7,971,5,623,5315.624456,38.21658000000025,203,130
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57581,"2606:4700:3034::ac43:bf1c",443,1,86,1015,0,0,1,86,0,0,5315.794252,0,"",""
"192.168.1.177",57582,"172.67.191.28",443,191,522325,1016,0,0,32,2911,159,519414,5315.871312,37.95594600000004,613,109477
"192.168.1.177",57583,"172.67.191.28",443,14,6152,1017,0,0,8,1056,6,5096,5316.105579,37.72209500000008,223,1080
